GO_term	Sampletype	Value
ubiquitin.protein.ligase.activity	sample_sa_sex	0.219978253591428
telomere.maintenance	sample_BA_veg	0.020437615186049
telomere.maintenance	sample_BA_sex	0.135644657088071
telomere.maintenance	sample_sa_veg	-0.0201387809884919
telomere.maintenance	sample_sa_sex	0.0997438259120576
response.to.cold	sample_BA_veg	-0.0548303634235517
response.to.cold	sample_BA_sex	-0.279691409938977
response.to.cold	sample_sa_veg	-0.127788757805185
response.to.cold	sample_sa_sex	-0.149288716409731
protein.phosphorylation	sample_BA_veg	-0.367652756051838
protein.phosphorylation	sample_BA_sex	-0.334638754281012
protein.phosphorylation	sample_sa_veg	0.0641028937840899
protein.phosphorylation	sample_sa_sex	0.196320213976104
peptidyl.prolyl.cis.trans.isomerase.activity	sample_BA_veg	0.478379646270785
peptidyl.prolyl.cis.trans.isomerase.activity	sample_BA_sex	0.399471998956145
peptidyl.prolyl.cis.trans.isomerase.activity	sample_sa_veg	0.49312202290687
peptidyl.prolyl.cis.trans.isomerase.activity	sample_sa_sex	0.297669373788709
proteasome.core.complex..alpha.subunit.complex	sample_BA_veg	0.209553569342962
proteasome.core.complex..alpha.subunit.complex	sample_BA_sex	-0.491334283988027
proteasome.core.complex..alpha.subunit.complex	sample_sa_veg	-0.0125321420332298
proteasome.core.complex..alpha.subunit.complex	sample_sa_sex	0.170622986784497
response.to.heat	sample_BA_veg	-0.0595427516243224
response.to.heat	sample_BA_sex	0.163739529100286
response.to.heat	sample_sa_veg	0.174678489813866
response.to.heat	sample_sa_sex	0.208875945968008
DNA.directed.RNA.polymerase.I.complex	sample_BA_veg	-0.0565514304964052
DNA.directed.RNA.polymerase.I.complex	sample_BA_sex	-0.161621874162967
DNA.directed.RNA.polymerase.I.complex	sample_sa_veg	-0.330072278494592
DNA.directed.RNA.polymerase.I.complex	sample_sa_sex	-0.121308947930061
X.de.novo..IMP.biosynthetic.process	sample_BA_veg	0.0384528561129874
X.de.novo..IMP.biosynthetic.process	sample_BA_sex	-0.326455612851251
X.de.novo..IMP.biosynthetic.process	sample_sa_veg	-0.160006553713142
X.de.novo..IMP.biosynthetic.process	sample_sa_sex	0.0043286785964141
hyperosmotic.salinity.response	sample_BA_veg	-0.244823648909674
hyperosmotic.salinity.response	sample_BA_sex	0.490824037161857
hyperosmotic.salinity.response	sample_sa_veg	-0.0517089420863214
hyperosmotic.salinity.response	sample_sa_sex	0.366378393365476
ergosterol.biosynthetic.process	sample_BA_veg	0.385425644679204
ergosterol.biosynthetic.process	sample_BA_sex	0.17114883756773
ergosterol.biosynthetic.process	sample_sa_veg	0.107525134009517
ergosterol.biosynthetic.process	sample_sa_sex	0.585930484093507
soluble.fraction	sample_BA_veg	-0.0382307657466919
soluble.fraction	sample_BA_sex	0.046178578088772
soluble.fraction	sample_sa_veg	-0.127862476409864
soluble.fraction	sample_sa_sex	-0.0116926651845733
chromatin.remodeling	sample_BA_veg	-0.522574235838711
chromatin.remodeling	sample_BA_sex	-0.108257793614946
chromatin.remodeling	sample_sa_veg	-0.389379273001724
chromatin.remodeling	sample_sa_sex	-0.0227989798914801
mitochondrion.organization	sample_BA_veg	-0.0509100982353093
mitochondrion.organization	sample_BA_sex	-0.0202465118561486
mitochondrion.organization	sample_sa_veg	0.0210757179255616
mitochondrion.organization	sample_sa_sex	-0.0321190445021695
cellular.response.to.sulfur.starvation	sample_BA_veg	-0.0805878052415945
cellular.response.to.sulfur.starvation	sample_BA_sex	0.0806095318239323
cellular.response.to.sulfur.starvation	sample_sa_veg	-0.339133291048269
cellular.response.to.sulfur.starvation	sample_sa_sex	0.218298172163225
reproductive.sporulation	sample_BA_veg	0.100784556602442
reproductive.sporulation	sample_BA_sex	0.456437453318062
reproductive.sporulation	sample_sa_veg	0.14775906965922
reproductive.sporulation	sample_sa_sex	0.103494505168114
endoplasmic.reticulum.membrane	sample_BA_veg	-0.319076679226656
endoplasmic.reticulum.membrane	sample_BA_sex	0.0270137868281243
endoplasmic.reticulum.membrane	sample_sa_veg	-0.32597296871692
endoplasmic.reticulum.membrane	sample_sa_sex	0.178433749897762
proteasome.core.complex..beta.subunit.complex	sample_BA_veg	-0.242359095638273
proteasome.core.complex..beta.subunit.complex	sample_BA_sex	-0.310056703668427
proteasome.core.complex..beta.subunit.complex	sample_sa_veg	-0.176134840226985
proteasome.core.complex..beta.subunit.complex	sample_sa_sex	-0.302627289752579
