Chromosome	start	stop	geneID	orthoID	StartWithPR
I	4817014	4817826	NCU03179	Ntsc1243	4816914
I	4818315	4818860	NCU03180	NA	4818215
I	4819770	4821766	NCU03181	Ntsc3373	4819670
I	4824116	4824395	NCU03182	NA	4824016
I	4824849	4825643	NCU03183	NA	4824749
I	4833186	4835622	NCU03184	Ntsc3372	4833086
I	4836712	4838100	NCU10621	NA	4836612
I	4844098	4846841	NCU03186	Ntsc3328	4843998
I	4847060	4850848	NCU03187	Ntsc1242	4846960
I	4850793	4853293	NCU03188	Ntsc1237	4850693
I	4853997	4855103	NCU03189	Ntsc1236	4853897
I	4855975	4858481	NCU03190	Ntsc3344	4855875
I	4858587	4860792	NCU03191	Ntsc3327	4858487
I	4861528	4862385	NCU03192	Ntsc3348	4861428
I	4863093	4864658	NCU03193	Ntsc3326	4862993
I	4864849	4867561	NCU03194	Ntsc3325	4864749
I	4867542	4869743	NCU03195	Ntsc3353	4867442
I	4869687	4872107	NCU11252	Ntsc3324	4869587
I	4872408	4874484	NCU11251	NA	4872308
I	4875159	4877889	NCU03197	NA	4875059
I	4884361	4886229	NCU03198	Ntsc3352	4884261
I	4886538	4888112	NCU03199	Ntsc7840	4886438
I	4888873	4895320	NCU03200	NA	4888773
I	4897980	4899063	NCU03202	Ntsc3347	4897880
I	4899388	4902583	NCU03203	Ntsc3351	4899288
I	4900350	4902642	NCU03204	Ntsc1234	4900250
I	4903477	4904920	NCU03205	Ntsc3343	4903377
I	4904764	4906850	NCU03206	Ntsc3323	4904664
I	4907076	4909125	NCU03207	Ntsc3342	4906976
I	4909242	4910746	NCU03208	Ntsc3341	4909142
I	4911213	4912670	NCU03209	Ntsc3340	4911113
I	4913500	4915196	NCU03210	NA	4913400
I	4915448	4917082	NCU03211	Ntsc7839	4915348
I	4916976	4919813	NCU03212	Ntsc3346	4916876
I	4920079	4921724	NCU03213	Ntsc3345	4919979
I	4925524	4927874	NCU03214	NA	4925424
I	4927899	4930375	NCU03215	Ntsc1233	4927799
I	4931151	4933083	NCU03216	Ntsc3322	4931051
I	4935082	4937622	NCU03217	Ntsc3339	4934982
I	4938134	4940743	NCU03218	Ntsc3350	4938034
I	4940720	4944283	NCU03219	NA	4940620
I	4946283	4952932	NCU03220	NA	4946183
I	4953060	4955119	NCU03221	Ntsc3338	4952960
I	4957263	4959389	NCU03222	NA	4957163
I	4959964	4962553	NCU03223	NA	4959864
I	4962800	4964585	NCU11249	Ntsc3337	4962700
I	4964761	4966583	NCU11248	NA	4964661
I	4966915	4971185	NCU03225	Ntsc1241	4966815
I	4971568	4973606	NCU03226	Ntsc3336	4971468
I	4976201	4979934	NCU03228	Ntsc3321	4976101
I	4983945	4986373	NCU03229	Ntsc3320	4983845
I	4986330	4987962	NCU03230	Ntsc1240	4986230
I	4988043	4989558	NCU03231	Ntsc1239	4987943
I	4989823	4991743	NCU03232	Ntsc1238	4989723
I	4991894	4993348	NCU03233	Ntsc3335	4991794
I	4994077	5001396	NCU03234	Ntsc7838	4993977
I	5001646	5005327	NCU03235	NA	5001546
I	5011988	5015191	NCU03237	Ntsc3334	5011888
I	5015171	5018090	NCU03238	NA	5015071
I	5018598	5020680	NCU03239	Ntsc3333	5018498
I	5025146	5028468	NCU03240	Ntsc3332	5025046
I	5029665	5030063	NCU16390	NA	5029565
I	5030635	5033162	NCU03241	Ntsc3331	5030535
I	5033679	5036626	NCU03242	Ntsc3349	5033579
I	5036414	5038758	NCU03243	Ntsc1235	5036314
I	5039041	5041415	NCU03244	Ntsc3330	5038941
I	5041287	5042642	NCU03245	Ntsc3319	5041187
I	5043129	5046646	NCU03246	Ntsc3329	5043029
I	5049047	5051327	NCU03247	Ntsc3318	5048947
I	5055811	5058372	NCU03248	Ntsc3307	5055711
I	5066431	5068342	NCU03250	Ntsc1231	5066331
I	5074910	5078055	NCU03253	Ntsc3313	5074810
I	5083096	5084922	NCU03254	Ntsc1230	5082996
I	5085458	5088645	NCU16391	Ntsc3317	5085358
I	5089433	5092175	NCU03255	Ntsc3316	5089333
I	5097319	5100336	NCU03257	Ntsc3312	5097219
I	5102548	5105847	NCU03258	Ntsc3306	5102448
I	5107057	5112538	NCU03260	Ntsc3315	5106957
I	5107530	5108196	NCU16392	NA	5107430
I	5112310	5115637	NCU03261	NA	5112210
I	5116675	5122379	NCU03263	Ntsc3311	5116575
I	5123090	5126129	NCU03264	NA	5122990
I	5126447	5128387	NCU03265	NA	5126347
I	5129010	5131962	NCU03266	Ntsc3310	5128910
I	5132196	5135146	NCU03267	Ntsc7836	5132096
I	5135455	5138708	NCU03268	Ntsc3305	5135355
I	5138665	5140596	NCU03269	Ntsc1229	5138565
I	5141007	5142547	NCU03270	Ntsc1232	5140907
I	5142687	5144258	NCU03271	NA	5142587
I	5146374	5150667	NCU03273	Ntsc3314	5146274
I	5151576	5154421	NCU03274	NA	5151476
I	5155185	5156125	NCU03275	NA	5155085
I	5157395	5159689	NCU03276	NA	5157295
I	5159626	5161522	NCU03277	Ntsc1228	5159526
I	5161780	5163967	NCU03278	Ntsc3309	5161680
I	5164248	5167132	NCU03279	Ntsc7837	5164148
I	5167385	5169265	NCU03280	Ntsc3308	5167285
I	5169183	5170951	NCU03281	Ntsc3304	5169083
I	5171084	5172354	NCU03282	NA	5170984
I	5171883	5173512	NCU03283	NA	5171783
I	5173778	5175713	NCU03284	Ntsc3302	5173678
I	5176129	5178472	NCU03285	NA	5176029
I	5179768	5180416	NCU03286	NA	5179668
I	5181494	5182898	NCU03287	NA	5181394
I	5183246	5185326	NCU03288	NA	5183146
I	5185906	5189363	NCU16394	NA	5185806
I	5190213	5191382	NCU03289	Ntsc3301	5190113
I	5192741	5196176	NCU03290	NA	5192641
I	5196753	5199922	NCU03291	Ntsc3298	5196653
I	5201256	5205099	NCU03292	Ntsc3300	5201156
I	5205725	5208757	NCU11246	Ntsc3303	5205625
I	5211168	5213036	NCU03293	Ntsc1225	5211068
I	5215274	5216889	NCU03294	Ntsc1227	5215174
I	5217254	5220018	NCU03295	Ntsc3299	5217154
I	5219437	5221304	NCU03296	Ntsc1226	5219337
I	5221686	5224332	NCU03297	NA	5221586
I	5226325	5229590	NCU10810	Ntsc3276	5226225
I	5230800	5235994	NCU03298	Ntsc3280	5230700
I	5238607	5239788	NCU03299	Ntsc3279	5238507
I	5245308	5247659	NCU03300	NA	5245208
I	5248227	5250582	NCU10506	Ntsc1213	5248127
I	5250694	5251817	NCU10507	Ntsc3268	5250594
I	5253531	5255090	NCU03302	Ntsc3278	5253431
I	5254679	5257224	NCU03303	Ntsc3267	5254579
I	5257381	5258988	NCU03304	NA	5257281
I	5258847	5262474	NCU03305	Ntsc3266	5258747
I	5265114	5267433	NCU03306	NA	5265014
I	5265852	5267488	NCU03307	Ntsc1212	5265752
I	5267822	5269898	NCU03308	Ntsc1215	5267722
I	5269818	5271086	NCU03309	Ntsc1211	5269718
I	5271437	5273016	NCU03310	Ntsc3265	5271337
I	5273201	5275481	NCU03311	Ntsc7832	5273101
I	5275227	5278987	NCU03312	Ntsc3275	5275127
I	5280439	5281755	NCU03313	NA	5280339
I	5281468	5284082	NCU03314	NA	5281368
I	5284488	5286347	NCU03315	Ntsc3273	5284388
I	5286209	5288184	NCU03316	Ntsc3264	5286109
I	5288317	5290695	NCU03317	Ntsc3272	5288217
I	5291484	5294396	NCU03318	Ntsc3277	5291384
I	5296772	5298701	NCU03319	Ntsc3271	5296672
I	5299265	5301649	NCU03320	Ntsc7833	5299165
I	5302791	5305678	NCU03321	Ntsc3270	5302691
I	5306516	5307844	NCU03322	Ntsc1214	5306416
I	5308490	5310514	NCU03323	NA	5308390
I	5314454	5317489	NCU03325	Ntsc3263	5314354
I	5337406	5339465	NCU09105	NA	5337306
I	5340465	5344344	NCU09106	Ntsc3274	5340365
I	5344615	5345754	NCU09107	Ntsc3269	5344515
I	5346432	5350462	NCU09108	NA	5346332
I	5353969	5355311	NCU09109	Ntsc3262	5353869
I	5357032	5360293	NCU09111	Ntsc3261	5356932
I	5360896	5366398	NCU09112	Ntsc3260	5360796
I	5366387	5369314	NCU16396	NA	5366287
I	5369646	5372092	NCU16397	NA	5369546
I	5374803	5378088	NCU10852	NA	5374703
I	5379535	5382753	NCU09115	Ntsc1199	5379435
I	5382640	5387000	NCU09116	NA	5382540
I	5387881	5390043	NCU09117	Ntsc3259	5387781
I	5389944	5394388	NCU09118	NA	5389844
I	5402184	5404521	NCU09119	Ntsc3258	5402084
I	5405126	5410394	NCU09120	Ntsc3249	5405026
I	5410375	5413262	NCU09121	Ntsc3222	5410275
I	5413623	5415136	NCU09122	Ntsc3221	5413523
I	5416503	5419355	NCU09123	NA	5416403
I	5420985	5422262	NCU09124	Ntsc1209	5420885
I	5423475	5425121	NCU09125	NA	5423375
I	5427659	5428136	NCU16398	NA	5427559
I	5428399	5431225	NCU09126	Ntsc3220	5428299
I	5431481	5434406	NCU09127	Ntsc1208	5431381
I	5435392	5439309	NCU09128	Ntsc3248	5435292
I	5439509	5440771	NCU09129	Ntsc3240	5439409
I	5440226	5443330	NCU09130	Ntsc1207	5440126
I	5443564	5446299	NCU09131	Ntsc3239	5443464
I	5446124	5449418	NCU09132	NA	5446024
I	5449669	5451748	NCU09133	Ntsc3219	5449569
I	5453477	5454370	NCU09134	Ntsc7828	5453377
I	5455257	5457679	NCU09135	NA	5455157
I	5458727	5461066	NCU09136	Ntsc1197	5458627
I	5460986	5463645	NCU09137	Ntsc1206	5460886
I	5464013	5465551	NCU09138	Ntsc3238	5463913
I	5465780	5468068	NCU09139	Ntsc7831	5465680
I	5468411	5470339	NCU09140	Ntsc3257	5468311
I	5470973	5472732	NCU09141	Ntsc3237	5470873
I	5473332	5476242	NCU09142	Ntsc3218	5473232
I	5476822	5478213	NCU09143	Ntsc1195	5476722
I	5478642	5481225	NCU09144	NA	5478542
I	5501385	5505206	NCU08391	NA	5501285
I	5505815	5506676	NCU08390	Ntsc1205	5505715
I	5507053	5508403	NCU08389	Ntsc3247	5506953
I	5508645	5511184	NCU08388	NA	5508545
I	5511749	5512901	NCU08387	Ntsc7827	5511649
I	5514361	5515466	NCU08386	Ntsc3246	5514261
I	5516574	5518648	NCU08385	Ntsc7830	5516474
I	5518643	5521403	NCU08384	Ntsc3245	5518543
I	5523061	5524755	NCU08383	Ntsc3244	5522961
I	5526543	5529900	NCU08382	Ntsc3217	5526443
I	5548215	5552014	NCU08380	NA	5548115
I	5552705	5554016	NCU08379	Ntsc3236	5552605
I	5557665	5562248	NCU08378	NA	5557565
I	5562421	5564189	NCU16399	Ntsc3243	5562321
I	5564501	5573857	NCU08377	NA	5564401
I	5575983	5578667	NCU08376	Ntsc1203	5575883
I	5578837	5580707	NCU16400	Ntsc3256	5578737
I	5580712	5581742	NCU08375	NA	5580612
I	5582138	5583798	NCU08374	Ntsc3235	5582038
I	5583836	5588863	NCU08373	NA	5583736
I	5590306	5592807	NCU08372	Ntsc1194	5590206
I	5593665	5596857	NCU08371	NA	5593565
I	5596648	5599421	NCU08370	Ntsc1202	5596548
I	5599967	5601386	NCU08369	Ntsc3216	5599867
I	5601825	5603828	NCU08368	Ntsc1192	5601725
I	5602446	5606084	NCU08367	Ntsc1201	5602346
I	5607037	5608244	NCU16402	NA	5606937
I	5608414	5611378	NCU08366	Ntsc1200	5608314
I	5613191	5615405	NCU08365	Ntsc3215	5613091
I	5616276	5619751	NCU08364	Ntsc3214	5616176
I	5620528	5621875	NCU08363	Ntsc3213	5620428
I	5622015	5624134	NCU08362	NA	5621915
I	5626578	5627624	NCU08361	Ntsc3212	5626478
I	5629709	5632853	NCU08360	Ntsc7829	5629609
I	5632817	5634205	NCU08359	Ntsc3211	5632717
I	5635111	5640475	NCU08358	NA	5635011
I	5642029	5642830	NCU16404	Ntsc3255	5641929
I	5644221	5647847	NCU08357	Ntsc3254	5644121
I	5648291	5650826	NCU08356	Ntsc3234	5648191
I	5651206	5652388	NCU08355	Ntsc3233	5651106
I	5652659	5654689	NCU08354	Ntsc3232	5652559
I	5654608	5656118	NCU08353	Ntsc1198	5654508
I	5656238	5657706	NCU11325	Ntsc3231	5656138
I	5657970	5660098	NCU08352	Ntsc3230	5657870
I	5660231	5661031	NCU08351	Ntsc3229	5660131
I	5660914	5662467	NCU08350	Ntsc1196	5660814
I	5664240	5666785	NCU08349	Ntsc1193	5664140
I	5669212	5672335	NCU08348	Ntsc3253	5669112
I	5674883	5677012	NCU08347	Ntsc3252	5674783
I	5677011	5679737	NCU08346	NA	5676911
I	5679872	5681225	NCU08345	Ntsc3228	5679772
I	5680387	5682240	NCU08344	Ntsc3210	5680287
I	5682412	5685312	NCU08343	Ntsc3227	5682312
I	5685819	5687655	NCU08342	Ntsc3209	5685719
I	5689510	5693876	NCU08341	Ntsc3251	5689410
I	5694093	5696458	NCU08340	NA	5693993
I	5696723	5698479	NCU08339	Ntsc3226	5696623
I	5698364	5701597	NCU08338	Ntsc1210	5698264
I	5703756	5705407	NCU08337	Ntsc3225	5703656
I	5705413	5709202	NCU08336	Ntsc3242	5705313
I	5710066	5715076	NCU11324	NA	5709966
I	5716041	5720431	NCU08334	Ntsc3241	5715941
I	5724687	5727082	NCU08333	Ntsc1204	5724587
I	5727235	5728917	NCU08332	Ntsc3208	5727135
I	5728526	5730503	NCU16405	NA	5728426
I	5773101	5776746	NCU09191	Ntsc1191	5773001
I	5776958	5779536	NCU09192	Ntsc3224	5776858
I	5780511	5782633	NCU09193	Ntsc1190	5780411
I	5785732	5787628	NCU09194	Ntsc3207	5785632
I	5788518	5791279	NCU09195	Ntsc3223	5788418
I	5791524	5794208	NCU09196	Ntsc3250	5791424
I	5794354	5796930	NCU09197	Ntsc3200	5794254
I	5796858	5797977	NCU09198	NA	5796758
I	5798272	5800724	NCU09199	NA	5798172
I	5800901	5804549	NCU09200	Ntsc3204	5800801
I	5809640	5813552	NCU09201	Ntsc3206	5809540
I	5815007	5820220	NCU09202	NA	5814907
I	5820194	5822441	NCU09203	Ntsc3199	5820094
I	5822712	5824867	NCU09204	Ntsc3205	5822612
I	5826154	5830642	NCU09205	Ntsc3203	5826054
I	5831618	5834143	NCU09206	Ntsc1188	5831518
I	5834893	5835993	NCU16406	NA	5834793
I	5838082	5841713	NCU09207	Ntsc3202	5837982
I	5841968	5844820	NCU09208	Ntsc1189	5841868
I	5845361	5847904	NCU09209	Ntsc3198	5845261
I	5849601	5852150	NCU09210	Ntsc3201	5849501
I	5853014	5856857	NCU09211	Ntsc3197	5852914
I	5860484	5864300	NCU09212	NA	5860384
I	5865633	5867880	NCU09213	NA	5865533
I	5876414	5877989	NCU09214	Ntsc3196	5876314
I	5879129	5880406	NCU09215	Ntsc3171	5879029
I	5880601	5882162	NCU09216	Ntsc3195	5880501
I	5882032	5883887	NCU09217	Ntsc3189	5881932
I	5884085	5888390	NCU09218	NA	5883985
I	5885739	5892419	NCU09219	Ntsc3188	5885639
I	5892660	5895339	NCU09220	Ntsc1187	5892560
I	5895528	5897810	NCU09221	Ntsc3187	5895428
I	5898045	5899471	NCU09222	Ntsc3186	5897945
I	5899718	5902177	NCU09223	Ntsc3170	5899618
I	5904413	5906736	NCU09224	Ntsc3194	5904313
I	5908531	5909613	NCU09225	Ntsc1186	5908431
I	5909898	5911777	NCU09226	Ntsc3185	5909798
I	5911948	5914514	NCU09227	Ntsc3169	5911848
I	5914764	5918962	NCU09228	NA	5914664
I	5945167	5948228	NCU10042	NA	5945067
I	5948530	5953245	NCU10043	NA	5948430
I	5953123	5955256	NCU10044	Ntsc3168	5953023
I	5978681	5983001	NCU07425	NA	5978581
I	5982975	5983852	NCU07424	NA	5982875
I	5984080	5986815	NCU07423	Ntsc3193	5983980
I	5986832	5988594	NCU07422	Ntsc3167	5986732
I	5988632	5990867	NCU07421	Ntsc3184	5988532
I	5991254	5993836	NCU07420	NA	5991154
I	5994253	5996673	NCU07419	Ntsc3192	5994153
I	5997726	6001484	NCU07418	Ntsc3180	5997626
I	6002318	6004627	NCU07417	Ntsc3179	6002218
I	6004604	6006823	NCU07416	NA	6004504
I	6007317	6009614	NCU07415	Ntsc3191	6007217
I	6007820	6012507	NCU07414	Ntsc3166	6007720
I	6013542	6014709	NCU07413	Ntsc3178	6013442
I	6014673	6022290	NCU07412	NA	6014573
I	6028440	6032698	NCU07411	Ntsc3177	6028340
I	6034754	6037325	NCU07410	Ntsc3176	6034654
I	6037229	6039332	NCU07409	Ntsc3165	6037129
I	6039626	6042015	NCU07408	NA	6039526
I	6041192	6045529	NCU07407	Ntsc3183	6041092
I	6046385	6047033	NCU07406	NA	6046285
I	6048250	6050418	NCU07405	Ntsc3190	6048150
I	6050368	6051530	NCU16408	NA	6050268
I	6052484	6056765	NCU07404	Ntsc3175	6052384
I	6056898	6058789	NCU07403	Ntsc3164	6056798
I	6059254	6061221	NCU07402	Ntsc3163	6059154
I	6061391	6063672	NCU07401	NA	6061291
I	6064330	6068851	NCU07400	Ntsc3174	6064230
I	6070178	6072411	NCU07399	Ntsc3173	6070078
I	6072812	6077173	NCU07398	Ntsc3182	6072712
I	6079715	6080520	NCU07396	NA	6079615
I	6082244	6085636	NCU07395	NA	6082144
I	6085688	6087120	NCU07394	Ntsc3162	6085588
I	6087696	6092398	NCU07393	Ntsc3172	6087596
I	6094075	6098544	NCU07392	Ntsc3181	6093975
I	6107558	6108341	NCU07390	NA	6107458
I	6111415	6115757	NCU07389	Ntsc3158	6111315
I	6119696	6123216	NCU07388	Ntsc7826	6119596
I	6123268	6126724	NCU07387	Ntsc3161	6123168
I	6130028	6132072	NCU07386	Ntsc3160	6129928
I	6132311	6134505	NCU07385	Ntsc1185	6132211
I	6134820	6137329	NCU07384	Ntsc3157	6134720
I	6137645	6138443	NCU11349	NA	6137545
I	6139076	6141432	NCU07383	Ntsc3155	6138976
I	6142453	6143891	NCU07382	NA	6142353
I	6143816	6147203	NCU07381	Ntsc3159	6143716
I	6147310	6149913	NCU07380	Ntsc3154	6147210
I	6150098	6152932	NCU07379	NA	6149998
I	6158890	6166641	NCU07378	Ntsc3156	6158790
I	6169365	6170287	NCU16409	NA	6169265
I	6171978	6174862	NCU07375	Ntsc3153	6171878
I	6175160	6178940	NCU07374	Ntsc3150	6175060
I	6183753	6185475	NCU07372	Ntsc3152	6183653
I	6186628	6187317	NCU07371	Ntsc1183	6186528
I	6188727	6189327	NCU07370	Ntsc3149	6188627
I	6192967	6195331	NCU07369	Ntsc3151	6192867
I	6193126	6197131	NCU07368	Ntsc1184	6193026
I	6200201	6202221	NCU07367	Ntsc3148	6200101
I	6205457	6208984	NCU07366	Ntsc3147	6205357
I	6208916	6210424	NCU07365	NA	6208816
I	6210706	6212363	NCU07364	Ntsc7825	6210606
I	6212755	6214864	NCU07363	Ntsc3146	6212655
I	6218799	6221761	NCU07362	Ntsc7824	6218699
I	6223084	6224727	NCU10658	Ntsc3142	6222984
I	6224679	6226622	NCU07361	Ntsc1182	6224579
I	6227223	6229280	NCU07360	Ntsc1179	6227123
I	6229128	6234621	NCU07359	Ntsc3144	6229028
I	6237020	6240640	NCU07358	NA	6236920
I	6243420	6244337	NCU16411	NA	6243320
I	6262725	6265061	NCU07355	Ntsc3145	6262625
I	6266990	6268040	NCU07354	Ntsc3143	6266890
I	6269599	6270811	NCU07353	Ntsc1181	6269499
I	6272570	6274575	NCU07352	NA	6272470
I	6274777	6279789	NCU07351	Ntsc1178	6274677
I	6278384	6279584	NCU07350	Ntsc1180	6278284
I	6280595	6282522	NCU07349	Ntsc3141	6280495
I	6283289	6284925	NCU07348	Ntsc1177	6283189
I	6289284	6293047	NCU07347	NA	6289184
I	6295972	6297125	NCU07345	Ntsc3130	6295872
I	6297312	6297746	NCU07344	NA	6297212
I	6319360	6320600	NCU10702	NA	6319260
I	6333420	6335509	NCU09888	Ntsc3129	6333320
I	6337133	6339107	NCU09887	Ntsc3128	6337033
I	6339630	6341292	NCU09886	Ntsc3120	6339530
I	6341494	6343995	NCU09885	NA	6341394
I	6348794	6352040	NCU09883	Ntsc3127	6348694
I	6352727	6355694	NCU09882	Ntsc3119	6352627
I	6356019	6358635	NCU09881	Ntsc3126	6355919
I	6358376	6360265	NCU09880	Ntsc3118	6358276
I	6358670	6359316	NCU10125	NA	6358570
I	6360409	6362512	NCU09879	Ntsc3125	6360309
I	6362382	6364439	NCU09878	Ntsc3117	6362282
I	6364782	6367076	NCU09877	Ntsc3140	6364682
I	6369135	6371279	NCU09876	Ntsc3139	6369035
I	6373582	6375054	NCU09875	Ntsc1174	6373482
I	6377952	6381151	NCU09874	Ntsc3134	6377852
I	6456247	6457409	NCU00995	NA	6456147
I	6460422	6463240	NCU00994	Ntsc3138	6460322
I	6463811	6466194	NCU00993	Ntsc7822	6463711
I	6466804	6469993	NCU00992	NA	6466704
I	6476265	6477882	NCU00990	Ntsc3116	6476165
I	6479128	6479741	NCU00989	NA	6479028
I	6480932	6483194	NCU00988	Ntsc3124	6480832
I	6483063	6485622	NCU00987	Ntsc1173	6482963
I	6486349	6487432	NCU16418	NA	6486249
I	6487337	6488711	NCU00986	Ntsc3123	6487237
I	6488909	6491198	NCU00985	Ntsc3133	6488809
I	6493466	6497204	NCU00984	NA	6493366
I	6497697	6500515	NCU00983	Ntsc3115	6497597
I	6506885	6508134	NCU16419	NA	6506785
I	6509214	6510877	NCU00981	Ntsc3114	6509114
I	6510950	6513238	NCU00980	Ntsc1172	6510850
I	6513544	6514647	NCU00979	Ntsc3137	6513444
I	6514920	6518731	NCU00978	Ntsc3122	6514820
I	6518911	6520290	NCU00977	Ntsc1171	6518811
I	6528335	6530279	NCU00976	Ntsc7821	6528235
I	6530972	6533216	NCU00975	Ntsc1176	6530872
I	6532962	6535198	NCU00974	NA	6532862
I	6537038	6538556	NCU00973	Ntsc3136	6536938
I	6538989	6540399	NCU00972	Ntsc3121	6538889
I	6540857	6543550	NCU00971	Ntsc3135	6540757
I	6542621	6543808	NCU00970	Ntsc1175	6542521
I	6544165	6545566	NCU00969	Ntsc3132	6544065
I	6545790	6548172	NCU00968	NA	6545690
I	6547756	6551882	NCU00967	Ntsc7823	6547656
I	6552276	6553832	NCU11197	NA	6552176
I	6553004	6555128	NCU00966	Ntsc3113	6552904
I	6555261	6556586	NCU00965	NA	6555161
I	6556583	6560934	NCU00964	Ntsc3131	6556483
I	6561211	6563449	NCU00963	NA	6561111
I	6564410	6570526	NCU00962	NA	6564310
I	6571351	6572486	NCU00961	NA	6571251
I	6575460	6576287	NCU00960	Ntsc3081	6575360
I	6576079	6578163	NCU00959	Ntsc1160	6575979
I	6578497	6581008	NCU00958	Ntsc1159	6578397
I	6581266	6584222	NCU00957	Ntsc3074	6581166
I	6585342	6588112	NCU00956	Ntsc7818	6585242
I	6588124	6591715	NCU00955	Ntsc3080	6588024
I	6591961	6594233	NCU00954	Ntsc3079	6591861
I	6594170	6596237	NCU00953	Ntsc3073	6594070
I	6596704	6598025	NCU00952	Ntsc3078	6596604
I	6598064	6600359	NCU00951	Ntsc3082	6597964
I	6600966	6603322	NCU00950	Ntsc3077	6600866
I	6604283	6613928	NCU00949	Ntsc3072	6604183
I	6616034	6617177	NCU00948	NA	6615934
I	6618015	6618779	NCU00947	NA	6617915
I	6618988	6620286	NCU00946	Ntsc3076	6618888
I	6624343	6627731	NCU00945	Ntsc3084	6624243
I	6628756	6630835	NCU00944	Ntsc3083	6628656
I	6632519	6635173	NCU00943	Ntsc3075	6632419
I	6635096	6638111	NCU10847	Ntsc1158	6634996
I	6635191	6636648	NCU16421	NA	6635091
I	6638317	6639323	NCU16422	NA	6638217
I	6639115	6640387	NCU16423	Ntsc1156	6639015
I	6640572	6645867	NCU00941	Ntsc1153	6640472
I	6644581	6646691	NCU00940	NA	6644481
I	6650854	6657821	NCU00939	Ntsc3069	6650754
I	6663012	6665608	NCU00938	Ntsc3068	6662912
I	6665356	6667899	NCU00937	Ntsc3065	6665256
I	6669606	6671824	NCU00936	NA	6669506
I	6671629	6674526	NCU00935	Ntsc3064	6671529
I	6676692	6677292	NCU00934	NA	6676592
I	6682289	6684487	NCU00932	Ntsc1155	6682189
I	6685222	6687600	NCU00931	NA	6685122
I	6687876	6689172	NCU00930	NA	6687776
I	6689123	6694304	NCU00929	Ntsc1152	6689023
I	6695159	6697715	NCU00928	Ntsc1151	6695059
I	6697989	6702605	NCU00927	Ntsc3067	6697889
I	6703219	6706030	NCU00926	Ntsc3063	6703119
I	6706181	6708411	NCU00925	Ntsc1157	6706081
I	6708566	6710526	NCU00924	Ntsc3066	6708466
I	6710750	6712973	NCU00923	Ntsc3062	6710650
I	6716804	6718071	NCU10603	NA	6716704
I	6718309	6719412	NCU00922	Ntsc3071	6718209
I	6729079	6732092	NCU00921	Ntsc3061	6728979
I	6732240	6735625	NCU00920	Ntsc3070	6732140
I	6735642	6738473	NCU00919	Ntsc1154	6735542
I	6738210	6740408	NCU00918	NA	6738110
I	6741086	6744077	NCU00917	NA	6740986
I	6744520	6747976	NCU00916	NA	6744420
I	6748814	6751985	NCU00915	Ntsc7817	6748714
I	6752091	6757105	NCU00914	NA	6751991
I	6761319	6763721	NCU00913	NA	6761219
I	6763889	6765892	NCU00912	Ntsc3060	6763789
I	6778872	6782745	NCU00911	Ntsc3059	6778772
I	6801129	6801527	NCU00907	NA	6801029
I	6803641	6805949	NCU00906	Ntsc1135	6803541
I	6807058	6810098	NCU00905	Ntsc3045	6806958
I	6810196	6812644	NCU00904	Ntsc3044	6810096
I	6812522	6814329	NCU00903	NA	6812422
I	6815517	6819124	NCU00902	Ntsc3033	6815417
I	6820468	6825018	NCU00901	NA	6820368
I	6824881	6827679	NCU00900	Ntsc3050	6824781
I	6829030	6832236	NCU00899	Ntsc3043	6828930
I	6832860	6835213	NCU00898	Ntsc3032	6832760
I	6835995	6839567	NCU00897	Ntsc3058	6835895
I	6839530	6842655	NCU00896	Ntsc3031	6839430
I	6842941	6844961	NCU00895	NA	6842841
I	6845163	6847790	NCU00894	Ntsc3042	6845063
I	6847806	6849959	NCU00893	NA	6847706
I	6848059	6851870	NCU00892	NA	6847959
I	6853023	6856811	NCU00891	Ntsc3041	6852923
I	6854907	6857976	NCU00890	Ntsc3030	6854807
I	6858870	6861115	NCU00889	Ntsc3029	6858770
I	6861284	6862692	NCU11196	NA	6861184
I	6862694	6864828	NCU11195	Ntsc3040	6862594
I	6864020	6865257	NCU00887	Ntsc1141	6863920
I	6866224	6868116	NCU00886	NA	6866124
I	6868987	6870691	NCU00885	Ntsc3049	6868887
I	6872527	6874636	NCU00884	Ntsc3039	6872427
I	6874639	6875587	NCU00883	Ntsc3028	6874539
I	6876251	6878499	NCU00882	Ntsc3027	6876151
I	6878944	6881270	NCU00881	NA	6878844
I	6881286	6884666	NCU00880	Ntsc1140	6881186
I	6884760	6887564	NCU00879	NA	6884660
I	6887780	6888894	NCU00878	Ntsc1134	6887680
I	6889607	6890489	NCU00877	Ntsc1133	6889507
I	6890510	6892949	NCU00876	NA	6890410
I	6893200	6895121	NCU00875	NA	6893100
I	6895385	6900855	NCU00874	NA	6895285
I	6901541	6903211	NCU00873	NA	6901441
I	6903395	6904560	NCU00872	Ntsc3057	6903295
I	6905715	6906650	NCU00871	Ntsc1139	6905615
I	6907483	6909986	NCU00870	Ntsc3026	6907383
I	6910391	6913653	NCU00869	Ntsc7815	6910291
I	6913757	6915541	NCU00868	Ntsc3025	6913657
I	6915849	6918702	NCU00867	Ntsc3038	6915749
I	6917036	6918763	NCU00866	Ntsc1138	6916936
I	6919124	6921343	NCU00865	Ntsc1132	6919024
I	6921148	6922640	NCU00864	Ntsc3024	6921048
I	6922584	6925468	NCU00863	Ntsc3056	6922484
I	6924212	6926612	NCU00862	Ntsc7814	6924112
